"Date";"Days from today";"Cases (reported)";"New daily cases (reported)";"Cases (corrected for underreporting)";"New daily cases (corrected for underreporting)";"Incubation period";"Infectious and unreported";"Undergoing treatment";"Beds for CDC 25% ETU target";"Beds for CDC 45% reduced transmission target";"Reporting (treatment) quotient"
"2014-10-30";"-14";" 13154 ( 11512,  14796)";" 256 ( 182,  330)";"  68377 ( 58512,   78243)";" 1337 (  889,  1784)";" 15390 ( 10189,  20592)";" 10218 ( 7237,  13199)";" 1963 ( 1473,  2453)";" 3045 ( 2290,  3800)";"  5482 ( 4122,   6841)";"40%"
"2014-10-29";"-15";" 12898 ( 11315,  14480)";" 251 ( 180,  322)";"  67041 ( 57561,   76520)";" 1310 (  880,  1740)";" 15087 ( 10086,  20088)";" 10020 ( 7156,  12884)";" 1925 ( 1455,  2396)";" 2986 ( 2261,  3712)";"  5375 ( 4070,   6681)";"40%"
"2014-10-28";"-16";" 12646 ( 11121,  14172)";" 246 ( 178,  315)";"  65730 ( 56618,   74842)";" 1285 (  871,  1698)";" 14790 (  9983,  19598)";"  9826 ( 7075,  12577)";" 1889 ( 1437,  2341)";" 2929 ( 2232,  3626)";"  5272 ( 4017,   6526)";"40%"
"2014-10-27";"-17";" 12400 ( 10928,  13873)";" 242 ( 176,  307)";"  64446 ( 55684,   73207)";" 1259 (  862,  1657)";" 14500 (  9879,  19121)";"  9636 ( 6994,  12279)";" 1853 ( 1419,  2287)";" 2872 ( 2203,  3542)";"  5170 ( 3965,   6375)";"40%"
"2014-10-26";"-18";" 12159 ( 10737,  13580)";" 237 ( 174,  300)";"  63186 ( 54758,   71614)";" 1235 (  853,  1617)";" 14216 (  9775,  18658)";"  9451 ( 6913,  11988)";" 1818 ( 1401,  2234)";" 2817 ( 2174,  3460)";"  5071 ( 3913,   6228)";"40%"
"2014-10-25";"-19";" 11922 ( 10548,  13295)";" 232 ( 172,  293)";"  61951 ( 53841,   70062)";" 1211 (  844,  1578)";" 13939 (  9670,  18207)";"  9269 ( 6831,  11706)";" 1783 ( 1384,  2183)";" 2763 ( 2146,  3381)";"  4973 ( 3862,   6085)";"40%"
"2014-10-24";"-20";" 11689 ( 10361,  13018)";" 228 ( 170,  286)";"  60741 ( 52932,   68549)";" 1187 (  834,  1540)";" 13667 (  9565,  17769)";"  9091 ( 6750,  11431)";" 1750 ( 1366,  2133)";" 2710 ( 2117,  3303)";"  4878 ( 3811,   5946)";"40%"
"2014-10-23";"-21";" 11461 ( 10176,  12747)";" 224 ( 168,  279)";"  59554 ( 52032,   67075)";" 1164 (  825,  1503)";" 13401 (  9459,  17342)";"  8917 ( 6669,  11164)";" 1717 ( 1349,  2085)";" 2658 ( 2089,  3228)";"  4785 ( 3760,   5810)";"40%"
"2014-10-22";"-22";" 11238 (  9993,  12483)";" 219 ( 166,  273)";"  58390 ( 51140,   65639)";" 1141 (  816,  1467)";" 13140 (  9353,  16927)";"  8746 ( 6588,  10904)";" 1685 ( 1331,  2038)";" 2608 ( 2061,  3154)";"  4694 ( 3710,   5678)";"40%"
"2014-10-21";"-23";" 11018 (  9812,  12225)";" 215 ( 164,  267)";"  57248 ( 50257,   64239)";" 1119 (  807,  1432)";" 12886 (  9247,  16524)";"  8580 ( 6508,  10651)";" 1653 ( 1314,  1992)";" 2558 ( 2033,  3083)";"  4605 ( 3660,   5549)";"40%"
"2014-10-20";"-24";" 10803 (  9633,  11974)";" 211 ( 162,  260)";"  56129 ( 49383,   62874)";" 1098 (  797,  1398)";" 12636 (  9141,  16131)";"  8416 ( 6427,  10405)";" 1622 ( 1297,  1947)";" 2510 ( 2006,  3013)";"  4517 ( 3610,   5424)";"40%"
"2014-10-19";"-25";" 10592 (  9456,  11729)";" 207 ( 160,  254)";"  55031 ( 48518,   61545)";" 1077 (  788,  1365)";" 12392 (  9035,  15749)";"  8256 ( 6347,  10166)";" 1592 ( 1279,  1904)";" 2462 ( 1978,  2946)";"  4432 ( 3561,   5302)";"40%"
"2014-10-18";"-26";" 10385 (  9281,  11489)";" 203 ( 158,  249)";"  53955 ( 47661,   60248)";" 1056 (  779,  1333)";" 12154 (  8929,  15378)";"  8100 ( 6267,   9933)";" 1562 ( 1262,  1862)";" 2416 ( 1951,  2880)";"  4348 ( 3512,   5184)";"40%"
"2014-10-17";"-27";" 10182 (  9108,  11256)";" 199 ( 156,  243)";"  52899 ( 46813,   58984)";" 1036 (  769,  1302)";" 11920 (  8823,  15017)";"  7947 ( 6187,   9706)";" 1533 ( 1245,  1821)";" 2370 ( 1924,  2816)";"  4266 ( 3464,   5068)";"40%"
"2014-10-16";"-28";"  9983 (  8937,  11028)";" 196 ( 154,  237)";"  51863 ( 45975,   57752)";" 1016 (  760,  1271)";" 11691 (  8717,  14665)";"  7797 ( 6108,   9486)";" 1505 ( 1229,  1781)";" 2325 ( 1898,  2753)";"  4186 ( 3416,   4956)";"40%"
"2014-10-15";"-29";"  9787 (  8769,  10805)";" 192 ( 152,  232)";"  50847 ( 45145,   56550)";"  996 (  751,  1242)";" 11467 (  8611,  14323)";"  7650 ( 6029,   9271)";" 1477 ( 1212,  1742)";" 2282 ( 1871,  2692)";"  4107 ( 3368,   4846)";"40%"
"2014-10-14";"-30";"  9595 (  8602,  10588)";" 188 ( 150,  227)";"  49851 ( 44324,   55378)";"  977 (  742,  1213)";" 11248 (  8506,  13991)";"  7507 ( 5951,   9063)";" 1450 ( 1195,  1704)";" 2239 ( 1845,  2633)";"  4030 ( 3321,   4740)";"40%"
"2014-10-13";"-31";"  9407 (  8438,  10376)";" 185 ( 148,  222)";"  48874 ( 43513,   54235)";"  959 (  732,  1185)";" 11034 (  8401,  13667)";"  7366 ( 5872,   8860)";" 1423 ( 1179,  1668)";" 2197 ( 1819,  2576)";"  3955 ( 3274,   4636)";"40%"
"2014-10-12";"-32";"  9222 (  8276,  10169)";" 181 ( 146,  217)";"  47915 ( 42711,   53120)";"  940 (  723,  1158)";" 10824 (  8296,  13352)";"  7228 ( 5795,   8662)";" 1397 ( 1162,  1632)";" 2156 ( 1793,  2520)";"  3881 ( 3228,   4535)";"40%"
"2014-10-11";"-33";"  9041 (  8116,   9966)";" 178 ( 144,  212)";"  46975 ( 41918,   52032)";"  923 (  714,  1131)";" 10619 (  8192,  13046)";"  7094 ( 5717,   8470)";" 1371 ( 1146,  1597)";" 2116 ( 1768,  2465)";"  3809 ( 3182,   4437)";"40%"
"2014-10-10";"-34";"  8863 (  7958,   9768)";" 175 ( 142,  207)";"  46052 ( 41134,   50970)";"  905 (  705,  1105)";" 10418 (  8088,  12748)";"  6962 ( 5640,   8283)";" 1346 ( 1129,  1563)";" 2077 ( 1742,  2412)";"  3739 ( 3136,   4341)";"40%"
"2014-10-09";"-35";"  8688 (  7803,   9574)";" 171 ( 140,  203)";"  45147 ( 40360,   49934)";"  888 (  696,  1080)";" 10221 (  7984,  12458)";"  6833 ( 5564,   8101)";" 1322 ( 1113,  1530)";" 2039 ( 1717,  2360)";"  3669 ( 3091,   4248)";"40%"
"2014-10-08";"-36";"  8517 (  7649,   9385)";" 168 ( 138,  198)";"  44259 ( 39596,   48922)";"  871 (  687,  1056)";" 10028 (  7881,  12175)";"  6706 ( 5488,   7924)";" 1298 ( 1097,  1498)";" 2001 ( 1692,  2310)";"  3602 ( 3046,   4157)";"40%"
"2014-10-07";"-37";"  8349 (  7498,   9200)";" 165 ( 136,  194)";"  43388 ( 38841,   47935)";"  855 (  678,  1032)";"  9840 (  7778,  11901)";"  6582 ( 5413,   7752)";" 1274 ( 1081,  1467)";" 1964 ( 1668,  2260)";"  3535 ( 3002,   4069)";"40%"
"2014-10-06";"-38";"  8184 (  7349,   9018)";" 162 ( 134,  190)";"  42533 ( 38095,   46970)";"  839 (  669,  1009)";"  9655 (  7676,  11634)";"  6461 ( 5338,   7584)";" 1251 ( 1066,  1437)";" 1928 ( 1643,  2213)";"  3471 ( 2958,   3983)";"40%"
"2014-10-05";"-39";"  8022 (  7202,   8841)";" 159 ( 132,  186)";"  41694 ( 37360,   46027)";"  823 (  660,   987)";"  9474 (  7574,  11374)";"  6342 ( 5263,   7421)";" 1229 ( 1050,  1408)";" 1893 ( 1619,  2166)";"  3407 ( 2915,   3899)";"40%"
"2014-10-04";"-40";"  7863 (  7058,   8667)";" 156 ( 130,  182)";"  40870 ( 36634,   45107)";"  808 (  651,   965)";"  9297 (  7473,  11121)";"  6226 ( 5189,   7263)";" 1207 ( 1034,  1379)";" 1858 ( 1595,  2121)";"  3345 ( 2872,   3818)";"40%"
"2014-10-03";"-41";"  7706 (  6916,   8497)";" 153 ( 129,  178)";"  40063 ( 35918,   44207)";"  793 (  642,   943)";"  9124 (  7373,  10875)";"  6112 ( 5115,   7109)";" 1185 ( 1019,  1351)";" 1824 ( 1572,  2077)";"  3284 ( 2829,   3738)";"40%"
"2014-10-02";"-42";"  7553 (  6776,   8330)";" 151 ( 127,  174)";"  39270 ( 35213,   43327)";"  778 (  634,   923)";"  8954 (  7273,  10636)";"  6001 ( 5042,   6959)";" 1164 ( 1003,  1324)";" 1791 ( 1548,  2034)";"  3224 ( 2787,   3661)";"40%"
"2014-10-01";"-43";"  7403 (  6638,   8167)";" 148 ( 125,  171)";"  38491 ( 34517,   42466)";"  764 (  625,   903)";"  8788 (  7174,  10403)";"  5891 ( 4970,   6813)";" 1143 (  988,  1298)";" 1759 ( 1525,  1992)";"  3165 ( 2745,   3586)";"40%"
"2014-09-30";"-44";"  7255 (  6503,   8007)";" 145 ( 123,  167)";"  37728 ( 33831,   41625)";"  750 (  616,   883)";"  8626 (  7075,  10176)";"  5784 ( 4898,   6671)";" 1123 (  973,  1272)";" 1727 ( 1502,  1952)";"  3108 ( 2704,   3513)";"40%"
"2014-09-29";"-45";"  7110 (  6369,   7850)";" 142 ( 121,  164)";"  36978 ( 33155,   40801)";"  736 (  608,   864)";"  8467 (  6977,   9956)";"  5680 ( 4826,   6533)";" 1103 (  958,  1248)";" 1696 ( 1479,  1912)";"  3052 ( 2663,   3442)";"40%"
"2014-09-28";"-46";"  6967 (  6238,   7696)";" 140 ( 120,  160)";"  36242 ( 32489,   39995)";"  722 (  599,   845)";"  8311 (  6880,   9742)";"  5577 ( 4755,   6399)";" 1083 (  943,  1223)";" 1665 ( 1457,  1873)";"  2997 ( 2622,   3372)";"40%"
"2014-09-27";"-47";"  6827 (  6109,   7545)";" 137 ( 118,  157)";"  35520 ( 31834,   39206)";"  709 (  591,   827)";"  8158 (  6783,   9533)";"  5477 ( 4685,   6268)";" 1064 (  928,  1200)";" 1635 ( 1434,  1836)";"  2943 ( 2582,   3305)";"40%"
"2014-09-26";"-48";"  6690 (  5983,   7397)";" 135 ( 116,  154)";"  34811 ( 31188,   38433)";"  696 (  582,   810)";"  8009 (  6687,   9330)";"  5378 ( 4615,   6142)";" 1045 (  913,  1177)";" 1606 ( 1412,  1800)";"  2891 ( 2542,   3239)";"40%"
"2014-09-25";"-49";"  6555 (  5858,   7251)";" 133 ( 114,  151)";"  34115 ( 30553,   37677)";"  683 (  574,   793)";"  7862 (  6592,   9133)";"  5282 ( 4545,   6018)";" 1027 (  899,  1155)";" 1577 ( 1390,  1764)";"  2839 ( 2503,   3175)";"40%"
"2014-09-24";"-50";"  6422 (  5736,   7109)";" 130 ( 112,  148)";"  33432 ( 29928,   36935)";"  671 (  566,   776)";"  7719 (  6497,   8941)";"  5187 ( 4476,   5898)";" 1009 (  884,  1134)";" 1549 ( 1369,  1730)";"  2788 ( 2464,   3113)";"40%"
"2014-09-23";"-51";"  6292 (  5616,   6969)";" 128 ( 111,  145)";"  32761 ( 29313,   36209)";"  659 (  558,   760)";"  7578 (  6403,   8754)";"  5095 ( 4408,   5782)";"  991 (  870,  1113)";" 1522 ( 1347,  1696)";"  2739 ( 2425,   3053)";"40%"
"2014-09-22";"-52";"  6164 (  5498,   6831)";" 126 ( 109,  142)";"  32102 ( 28708,   35496)";"  647 (  549,   744)";"  7441 (  6309,   8573)";"  5004 ( 4340,   5669)";"  974 (  856,  1092)";" 1495 ( 1326,  1663)";"  2690 ( 2387,   2994)";"40%"
"2014-09-21";"-53";"  6039 (  5382,   6696)";" 123 ( 107,  139)";"  31455 ( 28113,   34798)";"  635 (  541,   729)";"  7306 (  6217,   8396)";"  4916 ( 4273,   5559)";"  957 (  842,  1073)";" 1468 ( 1305,  1632)";"  2643 ( 2349,   2937)";"40%"
"2014-09-20";"-54";"  5915 (  5268,   6563)";" 121 ( 106,  137)";"  30820 ( 27527,   34113)";"  624 (  533,   714)";"  7174 (  6125,   8224)";"  4829 ( 4206,   5452)";"  941 (  828,  1053)";" 1442 ( 1284,  1601)";"  2596 ( 2311,   2881)";"40%"
"2014-09-19";"-55";"  5794 (  5156,   6433)";" 119 ( 104,  134)";"  30196 ( 26952,   33440)";"  612 (  525,   700)";"  7045 (  6033,   8057)";"  4744 ( 4139,   5348)";"  924 (  814,  1035)";" 1417 ( 1263,  1571)";"  2551 ( 2274,   2827)";"40%"
"2014-09-18";"-56";"  5675 (  5046,   6304)";" 117 ( 102,  132)";"  29584 ( 26387,   32781)";"  601 (  517,   686)";"  6919 (  5943,   7895)";"  4660 ( 4073,   5247)";"  908 (  800,  1017)";" 1392 ( 1243,  1541)";"  2506 ( 2237,   2774)";"40%"
"2014-09-17";"-57";"  5558 (  4938,   6178)";" 115 ( 101,  129)";"  28982 ( 25831,   32134)";"  591 (  509,   672)";"  6795 (  5853,   7737)";"  4578 ( 4008,   5149)";"  893 (  786,   999)";" 1368 ( 1223,  1513)";"  2462 ( 2201,   2723)";"40%"
"2014-09-16";"-58";"  5443 (  4832,   6054)";" 113 (  99,  127)";"  28392 ( 25285,   31498)";"  580 (  502,   659)";"  6674 (  5763,   7584)";"  4498 ( 3943,   5053)";"  877 (  773,   982)";" 1344 ( 1203,  1485)";"  2419 ( 2165,   2673)";"40%"
"2014-09-15";"-59";"  5330 (  4729,   5932)";" 111 (  97,  124)";"  27812 ( 24749,   30874)";"  570 (  494,   646)";"  6555 (  5675,   7435)";"  4420 ( 3879,   4961)";"  862 (  760,   965)";" 1321 ( 1183,  1458)";"  2377 ( 2129,   2625)";"40%"
"2014-09-14";"-60";"  5220 (  4627,   5812)";" 109 (  96,  122)";"  27242 ( 24222,   30261)";"  560 (  486,   633)";"  6438 (  5587,   7290)";"  4343 ( 3815,   4870)";"  848 (  746,   949)";" 1298 ( 1163,  1432)";"  2336 ( 2094,   2578)";"40%"
"2014-09-13";"-61";"  5111 (  4527,   5695)";" 107 (  94,  120)";"  26682 ( 23705,   29659)";"  550 (  479,   621)";"  6324 (  5499,   7149)";"  4267 ( 3752,   4783)";"  833 (  733,   933)";" 1275 ( 1144,  1406)";"  2295 ( 2059,   2532)";"40%"
"2014-09-12";"-62";"  5003 (  4428,   5579)";" 105 (  93,  118)";"  26132 ( 23197,   29067)";"  540 (  471,   609)";"  6212 (  5413,   7012)";"  4194 ( 3689,   4698)";"  819 (  720,   918)";" 1253 ( 1125,  1382)";"  2256 ( 2024,   2487)";"40%"
"2014-09-11";"-63";"  4898 (  4332,   5464)";" 103 (  91,  116)";"  25592 ( 22698,   28486)";"  531 (  464,   598)";"  6103 (  5327,   6879)";"  4121 ( 3627,   4615)";"  805 (  708,   903)";" 1232 ( 1106,  1357)";"  2217 ( 1990,   2443)";"40%"
"2014-09-10";"-64";"  4795 (  4237,   5352)";" 102 (  90,  114)";"  25061 ( 22209,   27914)";"  521 (  456,   586)";"  5995 (  5242,   6749)";"  4050 ( 3566,   4535)";"  792 (  695,   888)";" 1210 ( 1087,  1334)";"  2179 ( 1956,   2401)";"40%"
"2014-09-09";"-65";"  4693 (  4145,   5242)";" 100 (  88,  112)";"  24540 ( 21728,   27353)";"  512 (  449,   576)";"  5890 (  5157,   6624)";"  3981 ( 3505,   4457)";"  778 (  682,   874)";" 1190 ( 1068,  1311)";"  2142 ( 1923,   2360)";"40%"
"2014-09-08";"-66";"  4593 (  4054,   5133)";"  98 (  86,  110)";"  24028 ( 21256,   26800)";"  503 (  441,   565)";"  5787 (  5073,   6501)";"  3913 ( 3444,   4381)";"  765 (  670,   860)";" 1169 ( 1050,  1289)";"  2105 ( 1890,   2320)";"40%"
"2014-09-07";"-67";"  4495 (  3964,   5026)";"  97 (  85,  108)";"  23525 ( 20793,   26257)";"  494 (  434,   555)";"  5686 (  4990,   6383)";"  3846 ( 3385,   4307)";"  752 (  658,   847)";" 1150 ( 1032,  1267)";"  2069 ( 1857,   2281)";"40%"
"2014-09-06";"-68";"  4398 (  3877,   4920)";"  95 (  83,  106)";"  23030 ( 20338,   25723)";"  486 (  427,   545)";"  5587 (  4908,   6267)";"  3780 ( 3326,   4235)";"  740 (  646,   834)";" 1130 ( 1014,  1246)";"  2034 ( 1825,   2243)";"40%"
"2014-09-05";"-69";"  4304 (  3791,   4816)";"  93 (  82,  105)";"  22544 ( 19892,   25197)";"  477 (  420,   535)";"  5491 (  4826,   6155)";"  3716 ( 3267,   4165)";"  727 (  634,   821)";" 1111 (  996,  1225)";"  2000 ( 1793,   2206)";"40%"
"2014-09-04";"-70";"  4210 (  3707,   4714)";"  92 (  81,  103)";"  22067 ( 19454,   24680)";"  469 (  413,   526)";"  5396 (  4745,   6046)";"  3653 ( 3210,   4097)";"  715 (  622,   808)";" 1092 (  979,  1205)";"  1966 ( 1762,   2170)";"40%"
"2014-09-03";"-71";"  4119 (  3624,   4613)";"  90 (  79,  101)";"  21598 ( 19025,   24171)";"  461 (  406,   517)";"  5303 (  4665,   5940)";"  3592 ( 3153,   4030)";"  703 (  611,   796)";" 1074 (  962,  1186)";"  1933 ( 1731,   2134)";"40%"
"2014-09-02";"-72";"  4028 (  3543,   4514)";"  89 (  78,  100)";"  21137 ( 18603,   23670)";"  453 (  399,   508)";"  5211 (  4586,   5837)";"  3531 ( 3097,   3966)";"  692 (  600,   784)";" 1056 (  945,  1167)";"  1900 ( 1700,   2100)";"40%"
"2014-09-01";"-73";"  3940 (  3463,   4417)";"  87 (  76,   98)";"  20683 ( 18190,   23177)";"  445 (  392,   499)";"  5122 (  4507,   5737)";"  3472 ( 3041,   3903)";"  680 (  588,   772)";" 1038 (  928,  1148)";"  1868 ( 1670,   2067)";"40%"
"2014-08-31";"-74";"  3853 (  3385,   4320)";"  86 (  75,   96)";"  20238 ( 17784,   22692)";"  438 (  385,   490)";"  5034 (  4429,   5639)";"  3414 ( 2986,   3841)";"  669 (  577,   760)";" 1021 (  911,  1130)";"  1837 ( 1640,   2034)";"40%"
"2014-08-30";"-75";"  3767 (  3308,   4225)";"  84 (  74,   95)";"  19800 ( 17386,   22215)";"  430 (  378,   482)";"  4948 (  4352,   5544)";"  3357 ( 2932,   3782)";"  658 (  567,   749)";" 1004 (  895,  1112)";"  1807 ( 1611,   2002)";"40%"
"2014-08-29";"-76";"  3683 (  3233,   4132)";"  83 (  72,   94)";"  19370 ( 16995,   21744)";"  423 (  372,   474)";"  4864 (  4276,   5452)";"  3301 ( 2879,   3723)";"  647 (  556,   738)";"  987 (  879,  1095)";"  1777 ( 1582,   1971)";"40%"
"2014-08-28";"-77";"  3600 (  3159,   4040)";"  82 (  71,   92)";"  18947 ( 16612,   21281)";"  416 (  365,   467)";"  4782 (  4201,   5362)";"  3246 ( 2826,   3666)";"  636 (  546,   727)";"  971 (  863,  1078)";"  1747 ( 1554,   1941)";"40%"
"2014-08-27";"-78";"  3518 (  3087,   3949)";"  80 (  70,   91)";"  18531 ( 16236,   20825)";"  409 (  359,   459)";"  4701 (  4127,   5275)";"  3193 ( 2774,   3611)";"  626 (  535,   716)";"  955 (  848,  1062)";"  1718 ( 1526,   1911)";"40%"
"2014-08-26";"-79";"  3438 (  3016,   3860)";"  79 (  68,   89)";"  18122 ( 15868,   20376)";"  402 (  352,   452)";"  4622 (  4054,   5190)";"  3140 ( 2723,   3556)";"  615 (  525,   706)";"  939 (  832,  1045)";"  1690 ( 1498,   1882)";"40%"
"2014-08-25";"-80";"  3359 (  2947,   3772)";"  78 (  67,   88)";"  17720 ( 15506,   19934)";"  395 (  346,   444)";"  4544 (  3981,   5107)";"  3088 ( 2673,   3504)";"  605 (  515,   696)";"  923 (  817,  1030)";"  1662 ( 1471,   1853)";"40%"
"2014-08-24";"-81";"  3282 (  2878,   3685)";"  76 (  66,   87)";"  17325 ( 15151,   19498)";"  389 (  340,   437)";"  4468 (  3910,   5026)";"  3038 ( 2624,   3452)";"  595 (  505,   685)";"  908 (  802,  1014)";"  1635 ( 1444,   1826)";"40%"
"2014-08-23";"-82";"  3205 (  2811,   3600)";"  75 (  65,   85)";"  16936 ( 14803,   19069)";"  382 (  334,   431)";"  4393 (  3839,   4947)";"  2988 ( 2575,   3401)";"  585 (  496,   675)";"  893 (  788,   999)";"  1608 ( 1418,   1798)";"40%"
"2014-08-22";"-83";"  3130 (  2746,   3515)";"  74 (  63,   84)";"  16554 ( 14461,   18646)";"  376 (  328,   424)";"  4320 (  3770,   4870)";"  2939 ( 2527,   3352)";"  576 (  486,   665)";"  879 (  773,   984)";"  1582 ( 1392,   1772)";"40%"
"2014-08-21";"-84";"  3057 (  2681,   3432)";"  73 (  62,   83)";"  16178 ( 14127,   18230)";"  370 (  322,   417)";"  4248 (  3701,   4796)";"  2892 ( 2480,   3303)";"  566 (  477,   656)";"  864 (  759,   970)";"  1556 ( 1366,   1746)";"40%"
"2014-08-20";"-85";"  2984 (  2618,   3350)";"  71 (  61,   82)";"  15809 ( 13798,   17819)";"  363 (  316,   411)";"  4178 (  3633,   4722)";"  2845 ( 2434,   3256)";"  557 (  467,   646)";"  850 (  745,   956)";"  1531 ( 1341,   1720)";"40%"
"2014-08-19";"-86";"  2913 (  2556,   3269)";"  70 (  60,   81)";"  15445 ( 13475,   17415)";"  357 (  310,   405)";"  4109 (  3567,   4651)";"  2799 ( 2388,   3209)";"  547 (  458,   636)";"  837 (  731,   942)";"  1506 ( 1317,   1695)";"40%"
"2014-08-18";"-87";"  2842 (  2495,   3190)";"  69 (  59,   80)";"  15088 ( 13159,   17016)";"  352 (  304,   399)";"  4041 (  3501,   4581)";"  2754 ( 2343,   3164)";"  538 (  449,   627)";"  823 (  718,   928)";"  1481 ( 1292,   1670)";"40%"
"2014-08-17";"-88";"  2773 (  2435,   3111)";"  68 (  58,   78)";"  14736 ( 12849,   16623)";"  346 (  299,   393)";"  3975 (  3437,   4514)";"  2709 ( 2299,   3120)";"  529 (  441,   617)";"  810 (  705,   914)";"  1457 ( 1268,   1646)";"40%"
"2014-08-16";"-89";"  2705 (  2376,   3034)";"  67 (  57,   77)";"  14390 ( 12544,   16236)";"  340 (  293,   387)";"  3910 (  3373,   4447)";"  2666 ( 2256,   3076)";"  520 (  432,   608)";"  796 (  692,   901)";"  1434 ( 1245,   1622)";"40%"
"2014-08-15";"-90";"  2638 (  2319,   2958)";"  66 (  56,   76)";"  14050 ( 12246,   15855)";"  335 (  288,   382)";"  3846 (  3311,   4382)";"  2623 ( 2213,   3033)";"  511 (  423,   599)";"  784 (  679,   888)";"  1410 ( 1222,   1599)";"40%"
"2014-08-14";"-91";"  2572 (  2262,   2883)";"  65 (  54,   75)";"  13715 ( 11953,   15478)";"  329 (  282,   376)";"  3784 (  3249,   4319)";"  2581 ( 2171,   2991)";"  502 (  415,   589)";"  771 (  666,   876)";"  1388 ( 1199,   1576)";"40%"
"2014-08-13";"-92";"  2507 (  2206,   2808)";"  64 (  53,   74)";"  13386 ( 11665,   15107)";"  324 (  277,   371)";"  3723 (  3189,   4257)";"  2540 ( 2130,   2950)";"  493 (  407,   580)";"  758 (  654,   863)";"  1365 ( 1177,   1554)";"40%"
"2014-08-12";"-93";"  2444 (  2152,   2735)";"  63 (  52,   73)";"  13062 ( 11383,   14742)";"  319 (  272,   366)";"  3663 (  3129,   4197)";"  2500 ( 2090,   2909)";"  484 (  398,   571)";"  746 (  641,   851)";"  1343 ( 1154,   1531)";"40%"
"2014-08-11";"-94";"  2381 (  2098,   2663)";"  62 (  51,   72)";"  12744 ( 11106,   14381)";"  314 (  267,   360)";"  3604 (  3071,   4138)";"  2460 ( 2050,   2870)";"  476 (  390,   561)";"  734 (  629,   839)";"  1321 ( 1133,   1509)";"40%"
"2014-08-10";"-95";"  2319 (  2046,   2592)";"  61 (  50,   71)";"  12430 ( 10834,   14026)";"  309 (  262,   355)";"  3547 (  3014,   4080)";"  2421 ( 2011,   2830)";"  467 (  382,   552)";"  722 (  617,   827)";"  1300 ( 1111,   1488)";"40%"
"2014-08-09";"-96";"  2258 (  1994,   2523)";"  60 (  49,   70)";"  12121 ( 10567,   13676)";"  304 (  257,   351)";"  3491 (  2957,   4024)";"  2382 ( 1973,   2792)";"  458 (  374,   542)";"  710 (  606,   815)";"  1278 ( 1090,   1466)";"40%"
"2014-08-08";"-97";"  2198 (  1943,   2454)";"  59 (  49,   69)";"  11817 ( 10305,   13330)";"  299 (  252,   346)";"  3436 (  2902,   3970)";"  2345 ( 1935,   2754)";"  449 (  366,   533)";"  698 (  594,   803)";"  1257 ( 1069,   1445)";"40%"
"2014-08-07";"-98";"  2140 (  1893,   2386)";"  58 (  48,   68)";"  11518 ( 10048,   12989)";"  294 (  247,   341)";"  3382 (  2848,   3916)";"  2307 ( 1898,   2716)";"  441 (  359,   523)";"  687 (  583,   791)";"  1237 ( 1049,   1424)";"40%"
"2014-08-06";"-99";"  2082 (  1844,   2319)";"  57 (  47,   67)";"  11224 (  9795,   12653)";"  290 (  243,   337)";"  3330 (  2795,   3865)";"  2270 ( 1862,   2679)";"  432 (  351,   513)";"  676 (  571,   780)";"  1216 ( 1029,   1403)";"40%"
"2014-08-05";"-100";"  2025 (  1796,   2253)";"  56 (  46,   66)";"  10934 (  9547,   12321)";"  285 (  238,   332)";"  3279 (  2743,   3814)";"  2234 ( 1826,   2642)";"  423 (  343,   502)";"  664 (  560,   768)";"  1196 ( 1009,   1382)";"40%"
"2014-08-04";"-101";"  1968 (  1748,   2188)";"  55 (  45,   65)";"  10649 (  9303,   11994)";"  281 (  234,   328)";"  3229 (  2692,   3766)";"  2198 ( 1791,   2605)";"  414 (  336,   492)";"  653 (  549,   756)";"  1175 (  989,   1362)";"40%"
"2014-08-03";"-102";"  1913 (  1702,   2125)";"  54 (  44,   65)";"  10368 (  9064,   11672)";"  277 (  230,   324)";"  3181 (  2642,   3719)";"  2162 ( 1756,   2568)";"  405 (  328,   481)";"  642 (  538,   745)";"  1155 (  969,   1341)";"40%"
"2014-08-02";"-103";"  1859 (  1656,   2062)";"  53 (  43,   64)";"  10091 (  8828,   11353)";"  273 (  225,   320)";"  3134 (  2594,   3674)";"  2126 ( 1722,   2531)";"  395 (  320,   470)";"  630 (  528,   733)";"  1135 (  950,   1320)";"40%"
"2014-08-01";"-104";"  1806 (  1611,   2001)";"  52 (  42,   63)";"   9818 (  8597,   11039)";"  269 (  221,   317)";"  3089 (  2546,   3631)";"  2090 ( 1688,   2493)";"  386 (  313,   459)";"  619 (  517,   721)";"  1114 (  930,   1299)";"40%"
"2014-07-31";"-105";"  1753 (  1566,   1940)";"  52 (  41,   62)";"   9549 (  8369,   10729)";"  265 (  217,   313)";"  3045 (  2500,   3590)";"  2055 ( 1654,   2455)";"  376 (  305,   448)";"  608 (  506,   709)";"  1094 (  911,   1277)";"40%"
